abandon 放弃；放纵$0
initiate 发起，创始；接纳或介绍某人加入某团体等$0
initiative 主动；首创精神$0
injection 注射；注射剂$0
injunction 命令，强制令$0
injurious 有害的$0
inkling 暗示，迹象；略知，模糊概念$0
innate 生来的，天赋的$0
innocence 无辜，清白$0
innocuous 无害的$0
innovative 革新的$0
innuendo 含沙射影，暗讽$0
inoculate 预防注射$0
inordinate 过度的，过分的$0
inquiry 询问$0
inquisitive 过分好问的；好奇的$0
inroad 袭击$0
insatiable 不能满足的，贪心的$0
inscribe 在某物上写，题写$0
inscrutable 高深莫测的，神秘的$0
insecticide 杀虫剂$0
insensate 无感觉的；蠢笨的$0
insentient 无知觉的，无生命的$0
insider 局内人，圈内人$0
insidious 隐藏诡计的$0
insignia 徽章，袖章$0
insincerity 伪善$0
insinuate 暗指，暗示$0
insipid 乏味的，枯燥的$0
insolent 粗野的，无礼的$0
insoluble 不溶解的；不能解决的$0
insolvency 无力偿还；破产$0
insomnia 失眠症$0
insouciant 漫不经心的$0
inspection 检查，细看$0
inspiration 启示，灵感$0
inspired 有创见的，有灵感的$0
install 安装，装置；使就职$0
instantaneous 立即的；瞬间发生的$0
instate 任命，安置$0
instigate 发起，煽动$0
instill 滴注；逐渐灌输$0
instinctive 本能的$0
institute 制定，创立；学院，协会$0
institution 公共机构，协会；制度$0
institutionalized 制度化的，有组织的$0
instructive 传授知识的，启蒙的$0
instrumental 有帮助的，有作用的$0
instrumentalist 乐器演奏者$0
insular 岛屿的；心胸狭窄的$0
insularity 岛国状态，与外界隔绝的生活状况；褊狭$0
insulate 使绝缘；使隔离$0
insulin 胰岛素$0
insurgent 叛乱的，起事的；叛乱分子$0
insurrection 造反，叛乱$0
intact 完整的，未动过的$0
intangible 不可触摸的$0
integral 构成整体所必需的；完整的$0
integrate 使成整体$0
integrity 正直，诚实；完整$0
intellect 智力，思维能力$0
intellectual 智力的，理智的；知识分子$0
intelligible 可了解的，清晰的$0
intensify 加剧$0
intent 专心的，渴望的；目的，意向$0
intentional 存心的，故意的$0
inter 埋葬$0
interaction 相互作用$0
intercede 说好话，代为求情$0
intercept 中途拦截，截取$0
intercessor 仲裁者$0
interchangeable 可互换的$0
interdict 禁止；切断$0
inteference 干涉，妨碍$0
interim 中间时期，过渡时期；暂时的$0
interjection 插入语；感叹词$0
interlock 连锁，连串$0
interlocking 连锁的$0
interlude 暂时休息$0
intermediary 仲裁者；中间物；中间的，媒介的$0
interminable 无尽头的$0
intermingle 混合，掺杂$0
intermission 暂停，间歇$0
intermittent 断断续续的，间歇的$0
intern 拘禁，软禁；实习生$0
internecine 内讧，两败俱伤的$0
interplay 相互影响$0
interpolate 插入；篡改$0
interpose 置于…之间；介入$0
interregnum 无王时期$0
interrogate 审问，审讯$0
interrogative 疑问的$0
interrupt 暂时中止；打断，打扰$0
intersect 横截，横断$0
intersperse 散步；点缀$0
intertwine 纠缠，缠，绕$0
intervene 干涉，介入$0
intimate 亲密的；密友；暗示$0
intimidate 恐吓；胁迫$0
intoxicate 沉醉，欣喜若狂；喝醉$0
intractable 倔强的；难管的$0
intransigent 不妥协的$0
intrepid 无畏的，刚毅的$0
intricacy 错综，复杂，纷乱$0
intricate 复杂难懂的$0
intrigue 密谋；引起极大兴趣$0
introspective 自省的$0
intrude 把强加于；闯入$0
intuition 直觉；由直觉获知的知识$0
intuitive 直觉的$0
inundate 淹没；泛滥$0
inured 习惯的$0
invade 侵犯，侵入$0
invective 猛烈抨击，痛骂$0
inveigh 痛骂，抨击$0
inveigle 诱骗，诱使$0
inventory 详细目录；存货清单$0
inverse 相反的；倒转的$0
invert 上下倒置$0
invertebrate 无脊椎的$0
investigate 调查$0
inveterate 积习已深的$0
invidious 惹人反感的，导致伤害和仇恨的，招人嫉妒的$0
invigorate 鼓舞，激励$0
invigorating 使人有精神的，使人健壮的$0
inviolable 不可侵犯的；不可亵渎的$0
invoke 祈求；恳求；实施生效$0
involuntary 无意的$0
invulnerable 无法伤害的$0
iodine 碘；碘酒$0
iota 极小量，极少$0
irascible 易发怒的$0
irate 发怒的$0
ire 愤怒；激怒$0
iridescent 闪彩光的，现晕光的$0
irk 使苦恼，厌烦$0
irksome 令人苦恼的，讨厌的$0
ironclad 装铁甲的；坚固的$0
ironic 挖苦的；出乎意料的$0
irony 反话；出人意料的事情或情况$0
irradicable 不能根除的$0
irreconcilable 不能协调的，矛盾的$0
irredeemable 无法挽回的$0
irreducible 不能约的$0
irremediable 无法治愈的，无法纠正的$0
irrepressible 无法约束或阻止的$0
irrevocable 无法取消的$0
irrigate 灌溉；冲洗伤口$0
irritable 易怒的；易受刺激的$0
irritate 激怒；刺激$0
isolate 孤立，将…从某种群中隔离$0
issue 出来，流出；分给，分发；期$0
isthmus 地峡$0
itinerant 巡回的，流动的$0
itinerary 行程表；旅行路线$0
ivory 象牙，长牙$0
jabber 快而不清楚地说$0
jade 疲惫的老马；玉，翡翠$0
jaded 疲惫的；厌倦的$0
jagged 锯齿状的，不整齐的$0
jamb 门窗的侧柱$0
jar 冲突，抵触；震惊；发刺耳声$0
jargon 暗语；行话$0
jarring 声音刺耳的$0
jaundice 偏见；黄疸$0
jaunt 短程旅游$0
jaunty 愉快的，满足的$0
jazz 爵士乐；喧闹$0
jealousy 猜忌，嫉妒$0
jeer 嘲笑$0
jejune 空洞的；不成熟的$0
jerk 突然猛拉$0
jeopardize 危及，危害$0
jeopardy 危险$0
jesting 说笑，玩笑$0
jettison 向外抛弃东西；抛弃的货物$0
jibe 与…一致，符合$0
jigsaw puzzle 拼图游戏$0
jingoism 沙文主义；侵略主义$0
jockey 骑师；用计谋获取$0
jocular 滑稽的，诙谐的；嬉戏的$0
jocund 快乐的，高兴的$0
jog 慢而平静地前进$0
jolt 颠簸着移动；震动，摇晃$0
jot 摘要记录$0
jovial 愉快的，满足的$0
jubilation 欢快，欢庆$0
judicial 法庭的，法官的$0
judicious 有判断力的；明智的$0
juggernaut 摧毁一切的强大力量$0
jumble 混杂，掺杂；混杂，掺杂$0
junction 交叉路口；连接$0
justifiable 有理由的，无可非议的$0
justification 正当理由，好的原因；辩护$0
justify 证明…正当$0
juvenile 少年的；似少年的$0
juxtapose 并排，并置$0
kaleidoscope 万花筒；产生有趣的对称效果$0
kangaroo 袋鼠$0
ken 视野范围；知识范围$0
kennel 狗舍，狗窝$0
kernel 果仁；核心$0
kidnap 诱拐，绑架，勒赎$0
kidney 肾$0
killjoy 令人扫兴的人$0
kin 亲属$0
kindle 着火，点燃$0
kinetic 运动的$0
knack 特殊能力；窍门$0
knave 流氓，恶棍$0
knead 揉制，捏制$0
knit 编织；密接，结合$0
knotty 有节疤的；困难的$0
know-how 专业技能，知识$0
kudos 荣誉$0
labile 不稳定的$0
labored 吃力的；不自然的$0
labyrinth 迷宫$0
lace 鞋带,系带；网眼花边,透孔织品$0
lacerate 撕裂；深深伤害$0
lachrymose 好流泪的；引人落泪的$0
lackadaisical 无精打采的；无兴趣的$0
lackluster 无光泽的；呆滞的$0
laconic 简洁的$0
lactic 乳汁的$0
lag 落后，滞留$0
lair 野兽的巢穴；躲藏处$0
laity 俗信徒，俗人阶级；外行$0
lambaste 痛打；痛骂$0
lament 悲伤；哀悼$0
lampoon 讽刺文章；讽刺$0
lance 长矛；鱼叉$0
lancet 手术刀$0
landfill 垃圾堆$0
landlocked 被陆地包围的$0
landmark 陆标；里程碑$0
landslide 山崩；压倒性的胜利$0
languid 没精打采的，倦怠的$0
languish 变得消瘦；衰弱$0
languor 身心疲惫$0
lank 瘦削的；长而软的$0
lap 舔食$0
lapse 失误；流逝$0
larder 食品室$0
largess 赠送，赏赐；赠品；贺礼$0
lark 玩乐，嬉耍$0
larva 幼虫$0
lash 鞭子；鞭打；捆住$0
lassitude 无力；没精打采$0
lasso 套索$0
lasting 持久的，永久的$0
latency 潜伏期$0
latent 潜伏的$0
lateral 侧面的$0
latitude 言行自由；纬度$0
lattice 格子架$0
laud 称赞$0
lava 熔岩$0
lave 洗浴；慢慢冲刷$0
lavish 浪费的；丰富的$0
laxative 通便的；放松的；倾泻药$0
leak 泄漏；泄漏；泻出量，漏洞$0
leakage 渗漏，漏出$0
lease 租约；租期；出租$0
leaven 发酵剂；影响力；发酵；影响$0
lectern 教堂里的读经台$0
ledger 账簿$0
leer 斜眼看，送秋波$0
leery 机警的；怀疑的$0
legacy 遗产；遗留之物$0
legend 地图里的说明文字或图例$0
legerdemain 手法；戏法$0
legion 兵团；一大群$0
legislate 制定法律$0
legitimate 合法的；正当的$0
leisureliness 悠然，从容$0
leniency 温和，宽容$0
lenient 宽大的；仁慈的$0
lethal 致命的$0
lethargic 昏睡的$0
lethargy 昏睡；倦怠；呆滞懒散$0
levee 防洪堤；堤岸$0
levelheaded 头脑冷静的，稳健的$0
lever 杠杆；撬动$0
levity 轻率；轻浮$0
levy 征税；征兵$0
lexicographer 词典编纂人$0
liability 责任；债务$0
liaison 联系；暧昧关系$0
libel 诽谤，中伤$0
liberality 慷慨；心胸开阔$0
liberate 释放，解放$0
libertine 性行为放纵者，浪荡的人$0
liberty 随意，冒失$0
libretto 歌词；剧本$0
license 放肆；自由；许可证，执照$0
licentious 纵欲的；放肆的$0
lien 扣押权；留置权$0
ligneous 木质的，木头的$0
liken 把…比作…$0
limb 肢，翼$0
limber 易弯曲的，敏捷的$0
limerick 五行打油诗$0
limestone 石灰岩$0
limn 描写；画$0
limousine 大型轿车，大客车$0
limp 跛行；软弱的；松软的$0
limpid 清澈的；透明的$0
lineage 宗系，血统$0
linen 亚麻织品，亚麻布$0
linger 逗留，留恋$0
linguistics 语言学$0
lionize 崇拜，看重$0
liquefy 液化，溶解$0
liquid 清澈的；透明的$0
liquidate 清算；清偿$0
lissome 姿态优雅的，柔软的$0
list 倾斜$0
listless 无精打采的；无兴趣的$0
literal 字面上的；忠实原义的；精确的$0
literate 有读写能力的；有文化修养的$0
literati 文人；学者$0
lithe 柔软的，易弯曲的；敏捷的，轻快的$0
litigant 诉讼当事人$0
litigation 诉讼$0
litter 垃圾；一窝$0
loaf 一条；虚度光阴$0
loathe 憎恨，厌恶$0
lobby 大厅，休息厅$0
lobe 耳垂；叶$0
locale 事件发生的现场、地点$0
locomotion 运动，移动$0
locomotive 移动的；机车，火车头$0
locus 地点，所在地$0
lode 矿脉$0
lofty 崇高的，高尚的$0
log 日志，记录；一段大木头；圆木$0
logistics 后勤学；后勤$0
loll 懒洋洋地坐或卧$0
longevity 长寿$0
longing 渴望$0
long-winded 冗长的$0
loom 织布机；隐约出现$0
loon 愚人；疯子$0
loop 圈，金属线圈$0
loophole 枪眼，小窗，换气孔$0
loosen 变松，松开$0
lope 轻快的步伐；使大步慢跑$0
lopsided 倾向一方，不平衡的$0
loquacious 多嘴的，饶舌的$0
lot 签；命运；抽签，划分$0
lottery 彩票，抽彩给奖法$0
lounge 懒散地斜靠；休息室$0
loutish 粗鲁的$0
low 牛叫$0
loyal 忠诚的，忠贞的，忠心的$0
lubricant 润滑剂$0
lubricate 润滑剂$0
lucid 表达清楚的，明白易懂的$0
lucrative 赚钱的，有利可图的$0
ludicrous 荒唐可笑的$0
lug 拖，拉$0
lukewarm 微温的，不热心的$0
lull 活动的暂停；使平静$0
lullaby 摇篮曲$0
lumber 蹒跚而行，笨拙地走；杂物；木材$0
lumberjack 伐木工$0
lumen 流明$0
luminary 杰出人物，名人$0
lump 一块，肿块；形成块状$0
lunar 月亮的$0
lunatic 疯子；极蠢的$0
lurch 突然向前或旁边倒；蹒跚而行$0
lurid 耀眼的；骇人听闻的$0
lurk 潜伏，埋伏$0
lush 繁茂的，茂盛的$0
lust 强烈的欲望$0
lustrous 有光泽的$0
luxuriant 繁茂的；肥沃的$0
luxurious 奢侈的，豪华的$0
luxury 奢侈的，豪华的$0
lyric 抒情的；抒情诗；歌词$0
macabre 骇人的，可怖的$0
macerate 浸软；使消瘦$0
machination 阴谋$0
maculated 有斑点的$0
madrigal 抒情短诗，情歌；合唱曲$0
maelstrom 大漩涡；大混乱$0
magenta 紫红色的；紫红色，紫红色的染料$0
magisterial 有权威的；威风的$0
magnanimity 慷慨$0
magnanimous 宽宏大量的，慷慨的$0
magnate 财主，巨头$0
magnificent 壮丽的，宏伟的；高尚的$0
magnify 放大；赞美$0
magnitude 重要；星球的光亮度$0
magpie 鹊；饶舌的人$0
maintenance 维持，维护$0
maize 玉米$0
majestic 雄伟的，庄严的$0
maladroit 笨拙的$0
malaise 不适，不舒服$0
malapropism 字的误用$0
malcontent 不满的；不满分子，反抗者$0
malevolent 有恶意的，恶毒的$0
malfeasance 不法行为，渎职$0
malfunction 发生故障；故障，障碍$0
malicious 恶意的，怨毒的$0
malign 诽谤，中伤；邪恶的$0
malinger 装病以逃避工作$0
malleable 可塑的，易改变的$0
malpractice 玩忽职守，渎职$0
mammoth 巨大的$0
mandate 命令，指令$0
mandatory 命令的，强迫的$0
mangle 毁损；撕成碎片，压碎$0
mania 癫狂；狂热$0
manifest 显然的；旅客名单，载货清单$0
manifesto 宣言，声明$0
manifold 繁多的；多种的$0
manipulate 操纵$0
manipulative 操纵别人的，老于世故的$0
mannered 做作的$0
mansion 公馆；大厦$0
mantle 披风，斗篷；覆盖$0
manumit 解放$0
manure 粪肥；给…施肥$0
manuscript 手稿；手抄本$0
maple 枫树$0
mar 破坏，损伤$0
marble 大理石$0
mare 母马，母驴$0
margarine 人造黄油$0
margin 页边空白，边缘$0
marine 海的；海中的$0
marionette 木偶$0
marital 婚姻的$0
maritime 沿海的；海上的$0
marked 明显的；被监视的$0
maroon 栗色$0
marsh 沼泽地，湿地$0
marshal 整理，安排，设置$0
marsupial 有袋动物$0
martial 战争的，军事的$0
martyr 烈士，殉道者$0
marvel 对…感到惊异；奇迹$0
mash 捣成糊状$0
mask 假面具；隐藏$0
mason 泥瓦匠，石匠$0
masquerade 化装舞会；伪装$0
massacre 大屠杀$0
massive 巨大的，厚重的$0
mast 船桅，旗杆$0
masticate 咀嚼；把…磨成浆$0
mate 伙伴；配偶；交配$0
materialize 赋予形体，使具体化；实现$0
maternal 母性的$0
matrix 模子；矩阵$0
mattress 床垫$0
mature 成熟的；深思熟虑的$0
maudlin 感情脆弱的，爱哭的$0
maul 撕裂皮肉，伤害$0
mauve 淡紫色的$0
maven 专家，内行$0
maverick 想法与众不同的人$0
mawkish 自作多情的；淡而无味的，令人作呕的$0
maximize 使增至最大限度$0
maze 迷宫$0
meager 贫乏的；瘦削的$0
mean 卑贱的；吝啬的$0
meander 蜿蜒而流；漫步$0
measly 患麻疹的；小得可怜的$0
measured 精确的；慎重的$0
mechanical 机械的，机械制造的；机械似的，呆板的，体力的$0
mechanics 力学$0
mechanism 结构，机制$0
medal 奖牌，勋章$0
meddle 干涉，干预$0
meddlesome 爱管闲事的$0
mediate 调停$0
medieval 中世纪的，中古的$0
mediocrity 平庸，碌碌无为$0
meditate 沉思，反省$0
medium 媒介；生存环境$0
medley 混合歌曲；混杂；各种各样的集团$0
meek 温顺的，顺服的$0
meet 合适的$0
melancholy 忧郁的；令人悲伤的$0
meld 混合，合并$0
mellifluous 柔美流畅的$0
melodrama 情节剧；音乐喜剧$0
melon 甜瓜$0
membrane 薄膜；膜$0
memoir 回忆录，自传；记事录$0
memorial 纪念碑，纪念物；纪念的，悼念的$0
menace 威胁，恐吓$0
mend 修改，改进$0
mendacious 不真的；撒谎的$0
mendicant 行乞的；乞丐$0
menthol 薄荷醇$0
mentor 导师$0
mercantile 贸易的，商业的$0
mercenary 惟利是图的；雇佣兵$0
mercurial 善变的；活泼的$0
meretricious 华而不实的，俗艳的$0
merit 值得$0
merited 该得的，理所当然的$0
meritorious 值得赞赏的$0
mesa 高台地，平顶山$0
mesh 用网捕捉；齿合$0
metabolish 新陈代谢$0
metamorphose 变形$0
metaphor 隐喻，暗喻$0
metaphysics 形而上学，玄学$0
mete 给予，分配；测量；边界$0
meteoric 流星的；昙花一现的$0
methodical 细心的，有条不紊的$0
meticulous 细心的，一丝不苟的$0
metrical 测量的；韵律的$0
metropolis 大城市$0
 metropolitan 大都市的，首都的$0
mettle 勇气，斗志$0
mettlesome 精神抖擞的$0
microbe 微生物$0
microorganism 微生物，细菌$0
microscopic 极小的；显微镜的$0
miff 小争吵$0
mighty 强有力的，强大的$0
migratory 迁移的，流浪的$0
milestone 里程碑；转折点$0
militia 民兵$0
milk 榨取$0
mill 磨坊；压榨机；制造厂$0
mime 哑剧表演；哑剧$0
mimic 模仿，戏弄；模仿他人言行的人$0
minaret 清真寺的尖塔$0
minatory 威胁的，恫吓的$0
mince 切碎；小步走路$0
mingle 混合$0
miniature 小画像；缩影$0
minimize 把…减至最低数量或程度$0
minion 奴才，底下之人$0
minnow 鲦鱼，小淡水鱼$0
mint 大量；巨额；造币厂$0
minuet 小步舞$0
minuscule 极小的$0
minutes 会议记录$0
minutia 细枝末节，细节$0
miracle 奇事，奇迹$0
mirage 幻影，海市蜃楼$0
mire 泥沼；困境；使…陷入困境$0
mirth 欢乐，欢笑$0
misanthrope 愤世嫉俗者$0
mischievous 淘气的；有害处的$0
